SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
"2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)","[""2,2'-dihydroxybiphenyl"", '2,3-dihydroxybiphenyl', '2,5-dihydroxybiphenyl', '2-ethylphenol', '2-hydroxybiphenyl', '2-hydroxybiphenyl [CPD:C02499];', '2-methylphenol', '2-propylphenol', '2-sec-butylphenol', '2-tert-butylphenol', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'O2', 'O2 [CPD:C00007]', 'guaiacol', 'indole', 'more']","['1,2-dihydroxy-3-ethylbenzene', '1,2-dihydroxy-3-methylbenzene', '1,2-dihydroxy-3-propylbenzene', '1,2-dihydroxy-3-tert-butylbenzene', ""2,2',3-trihydroxybiphenyl"", '2,3,5-trihydroxybiphenyl', '2,3-dihydroxy-methoxybenzene', '2,3-dihydroxybiphenyl', '2,3-dihydroxybiphenyl [CPD:C02526];', '2-sec-butylcatechol', '3-phenylcatechol', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+']",0,0,0
"abieta-7,13-dien-18-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (18-hydroxylating)","['(13S)-pimara-7,15-dien-18-al', '2 O2', '2 [reduced NADPH-hemoprotein reductase]', 'O2', 'O2 [CPD:C00007];', '[reduced NADPH---hemoprotein reductase] [CPD:C03024];', '[reduced NADPH-hemoprotein reductase]', 'abieta-7,13-dien-18,18-diol [CPD:C20329];', 'abieta-7,13-dien-18-al', 'abieta-7,13-dien-18-al [CPD:C11887]', 'abieta-7,13-dien-18-ol', 'abieta-7,13-dien-18-ol [CPD:C11882];', 'abietadienal', 'abietadienol', 'dehydroabietadienal', 'dehydroabietadienol', 'isopimara-7,15-dienal', 'isopimara-7,15-dienol', 'levopimaradienol', 'more']","['(13S)-pimara-7,15-dien-18-oate', '2 [oxidized NADPH-hemoprotein reductase]', '3 H2O', '?', 'H2O', 'H2O [CPD:C00001];', '[oxidized NADPH---hemoprotein reductase] [CPD:C03161];', '[oxidized NADPH-hemoprotein reductase]', 'abieta-7,13-dien-18,18-diol [CPD:C20329];', 'abieta-7,13-dien-18-al', 'abieta-7,13-dien-18-al [CPD:C11887]', 'abieta-7,13-dien-18-oate', 'abieta-7,13-dien-18-oate [CPD:C06087];', 'abietadienal', 'dehydroabietadienal', 'dehydroabietadienoate', 'isopimara-7,15-dien-18-oate', 'isopimara-7,15-dienal', 'levopimaradienal']",0,0,0
ATP:adenylyl-sulfate 3'-phosphotransferase,"['ATP [CPD:C00002];', 'adenylyl sulfate [CPD:C00224]']","['ADP [CPD:C00008];', ""3'-phosphoadenylyl sulfate [CPD:C00053]""]",0,0,0
3'-phosphoadenylyl-sulfate:phenol sulfonotransferase,"[""3'-phosphoadenylyl sulfate [CPD:C00053];"", 'phenol [CPD:C15584]']","[""adenosine 3',5'-bisphosphate [CPD:C00054];"", 'aryl sulfate [CPD:C00850]']",0,0,0
"Latia-luciferin,hydrogen-donor:oxygen oxidoreductase (demethylating)","['(1E)-2-methyl-4-(2,3,6-trimethylphenyl)but-1-en-1-yl formate', '(1E)-2-methyl-4-(2,4,5-trimethylphenyl)but-1-en-1-yl formate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl 4-(methylamino)benzoate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl 4-cyanobenzoate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl 4-methoxybenzoate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl 4-nitrobenzoate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl acetate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl benzoate', '(1E)-2-methyl-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-1-en-1-yl formate', '(1E)-4-(2,6-dimethylphenyl)-2-methylbut-1-en-1-yl formate', '(1E)-4-mesityl-2-methylbut-1-en-1-yl formate', '(E)-2-methyl-4-(2,6,6-trimethyl-1-cyclohex-1-yl)-1-buten-1-ol-formate', 'AH2', 'Latia luciferin', 'Latia luciferin [CPD:C02293];', 'NADH', 'O2', 'O2 [CPD:C00007]', 'reduced acceptor [CPD:C00030];', 'reduced electron acceptor']","['4-(2,3,6-trimethylphenyl)butan-2-one', '4-(2,4,5-trimethylphenyl)butan-2-one', '4-(2,4,5-trimethylphenyl)butane-2-one', '4-(2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-one', '4-(2,6-dimethylphenyl)butan-2-one', '4-(2,6-dimethylphenyl)butane-2-one', '4-(methylamino)benzaldehyde', '4-cyanobenzaldehyde', '4-mesitylbutane-2-one', '4-methoxybenzaldehyde', '4-nitrobenzaldehyde', 'A', 'CO2', 'CO2 [CPD:C00011];', 'H2O', 'H2O [CPD:C00001];', 'NAD+', 'acceptor [CPD:C00028];', 'acetaldehyde', 'benzaldehyde', 'electron acceptor', 'formate', 'formate [CPD:C00058];', 'hnu', 'hnu [CPD:C00205]', 'hv', 'light', 'oxidized Latia luciferin', 'oxidized Latia luciferin [CPD:C03527];']",0,0,0
tetracycline:coenzyme F420 dehydrogenase,"['tetracycline [CPD:C06570];', 'oxidized coenzyme F420 [CPD:C00876]']","['5a,11a-dehydrotetracycline [CPD:C03206];', 'reduced coenzyme F420 [CPD:C01080]']",0,0,0
(S)-dihydroorotate:NAD+ oxidoreductase,"['(S)-dihydroorotate [CPD:C00337];', 'NAD+ [CPD:C00003]']","['orotate [CPD:C00295];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
(S)-2-hydroxy carboxylate:oxygen 2-oxidoreductase,"['(S)-2-hydroxycarboxylate [CPD:C15565];', '(S)-lactate', '2,4-dinitrophenylhydrazine', '2,6-dichlorophenolindophenol', '2-hydroxy-3-methylvalerate', '2-hydroxybutanoate', '2-hydroxybutyrate', '2-hydroxycaproate', '2-hydroxycaprylate', '2-hydroxydodecanoate', '2-hydroxyisocaproate', '2-hydroxyisovalerate', '2-hydroxyoctanoate', '2-hydroxypalmitate', '2-hydroxyvalerate', '?', 'D-2 -hydroxyisocaproate', 'D-lactate', 'DL-2-hydroxy-3-butynoate', 'DL-2-hydroxy-3-heptynoate', 'DL-2-hydroxy-3-hexynoate', 'DL-2-hydroxy-3-octynoate', 'DL-2-hydroxy-3-pentynoate', 'DL-2-hydroxy-4-methylmercaptobutyrate', 'DL-2-hydroxy-4-methylthiobutanoic acid', 'DL-2-hydroxybutyrate', 'DL-2-hydroxycaproate', 'DL-2-hydroxydecanoate', 'DL-2-hydroxyisocaproate', 'DL-2-hydroxyisovalerate', 'DL-2-hydroxyoctanoate', 'DL-2-hydroxyvalerate', 'DL-3-chlorolactate', 'DL-3-indolelactate', 'DL-3-methoxy-4-hydroxymandelate', 'DL-beta-phenyllactate', 'DL-glycerate', 'DL-lactate', 'DL-mandelate', 'DL-methionine', 'DL-p-hydroxy-beta-phenyllactate', 'DL-p-hydroxymandelate', 'DL-phenyllactate', 'DL-vinylglycolate', 'L-2-hydroxy octanoate', 'L-2-hydroxy palmitate', 'L-2-hydroxy-4-methylthiobutanoic acid', 'L-2-hydroxy-beta-methylvalerate', 'L-2-hydroxyisocaproate', 'L-2-hydroxyphenyllactate', 'L-4-chloromandelate', 'L-4-fluoromandelate', 'L-4-methoxymandelate', 'L-4-methylmandelate', 'L-4-nitromandelate', 'L-4-trifluoromethylmandelate', 'L-alanine', 'L-isoleucine', 'L-lactate', 'L-leucine', 'L-lysine', 'L-mandelate', 'L-methionine', 'L-phenylalanine', 'L-phenyllactate', 'L-tryptophan', 'L-tyrosine', 'L-valine', 'O2', 'O2 [CPD:C00007]', 'acceptor', 'an (S)-2-hydroxy carboxylate', 'bromopyruvate', 'ferricyanide', 'glycerate', 'glycolate', 'glyoxalate', 'glyoxylate', 'glyoxylate thiohemiacetals', 'homoserine', 'isoleucic acid', 'lactate', 'mandelate', 'more', 'phenazine methosulfate', 'thiol-glyoxylate adducts', 'valic acid']","['(3-methoxy-4-hydroxyphenyl)pyruvate', '(4-hydroxyphenyl)pyruvate', '2-oxo-3-butenoic acid', '2-oxo-3-butynoate', '2-oxo-3-heptynoate', '2-oxo-3-hexynoate', '2-oxo-3-octynoate', '2-oxo-3-pentynoate', '2-oxo-4-methylmercaptobutyrate', '2-oxo-4-methylthiobutanoic acid', '2-oxo-octanoate', '2-oxo-palmitate', '2-oxobutyrate', '2-oxobutyrate 2,4-dinitrophenylhydrazone', '2-oxocaproate', '2-oxocaprylate', '2-oxocarboxylate [CPD:C00161];', '2-oxodecanoate', '2-oxododecanoate', '2-oxoisocaproate', '2-oxoisocaproate 2,4-dinitrophenylhydrazone', '2-oxoisovalerate', '2-oxoisovalerate 2,4-dinitrophenylhydrazone', '2-oxooctanoate', '2-oxopalmitate', '2-oxovalerate', '3-(methylthio)propanoate', '3-chloropyruvate', '3-indolepyruvate', '3-methyl-2-oxopentanoate', '?', 'CO2', 'H2O', 'H2O2', 'H2O2 [CPD:C00027]', 'HCO3-', 'a 2-oxo carboxylate', 'acetate', 'an oxalyl thioester', 'bromolactate', 'ferrocyanide', 'glyoxylate', 'glyoxylate 2,4-dinitrophenylhydrazone', 'oxalate', 'oxalate 2,4-dinitrophenylhydrazone', 'oxo(phenyl)acetic acid', 'phenylglyoxylic acid', 'phenylpyruvate', 'pyruvate', 'pyruvate 2,4-dinitrophenylhydrazone', 'reduced 2,6-dichlorophenolindophenol', 'reduced acceptor', 'reduced phenazine methosulfate']",0,0,0
"NADH:NADP+, ferredoxin oxidoreductase","['NADH [CPD:C00004];', 'H+ [CPD:C00080];', 'NADP+ [CPD:C00006];', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]']","['NAD+ [CPD:C00003];', 'NADPH [CPD:C00005];', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]']",0,0,0
D-glutamate(D-aspartate):oxygen oxidoreductase (deaminating),"['D-glutamate [CPD:C00217];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007];', 'D-aspartate [CPD:C00402]']","['2-oxoglutarate [CPD:C00026];', 'NH3 [CPD:C00014];', 'H2O2 [CPD:C00027];', 'oxaloacetate [CPD:C00036]']",0,0,0
3-(indol-3-yl)pyruvate carboxy-lyase [(2-indol-3-yl)acetaldehyde-forming],['3-(indol-3-yl)pyruvate [CPD:C00331]'],"['2-(indol-3-yl)acetaldehyde [CPD:C00637];', 'CO2 [CPD:C00011]']",0,0,0
"(7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase","['(7,8-dihydropterin-6-yl)methyl diphosphate [CPD:C04807];', '4-aminobenzoate [CPD:C00568]']","['diphosphate [CPD:C00013];', '7,8-dihydropteroate [CPD:C00921]']",0,0,0
ATP:cob(II)alamin Cobeta-adenosyltransferase,"['ATP [CPD:C00002];', 'cob(II)alamin [CPD:C00541];', 'reduced flavoprotein [CPD:C03024];', '[corrinoid adenosyltransferase];', '[corrinoid adenosyltransferase]-cob(II)alamin;', '[corrinoid adenosyltransferase]-cob(I)alamin;', 'cob(II)yrinic acid a,c-diamide [CPD:C06504];', '[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;', '[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide']","['triphosphate [CPD:C00536];', 'adenosylcob(III)alamin [CPD:C00194];', 'oxidized flavoprotein [CPD:C03161];', '[corrinoid adenosyltransferase]-cob(II)alamin;', '[corrinoid adenosyltransferase]-cob(I)alamin (spontaneous);', '[corrinoid adenosyltransferase];', 'adenosylcob(III)yrinic acid a,c-diamide [CPD:C06506];', '[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;', '[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide (spontaneous)']",0,0,0
"asperlicin C,NAD(P)H:oxygen oxidoreductase","['FADH2', 'H+ [CPD:C00080];', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'asperlicin C', 'asperlicin C [CPD:C21147];', 'more']","['?', 'FAD', 'H2O', 'H2O [CPD:C00001]', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006];', 'asperlicin E', 'asperlicin E [CPD:C21148];']",0,0,0
glutathione amide:hydrogen-peroxide oxidoreductase,"['H2O2', 'H2O2 [CPD:C00027]', 'glutathione amide', 'glutathione amide [CPD:C19689];']","['H2O', 'H2O [CPD:C00001]', 'glutathione amide disulfide', 'glutathione amide disulfide [CPD:C19690];']",0,0,0
"alkane,reduced-rubredoxin:oxygen 1-oxidoreductase","['(n-1)-alkanoate', '1,1-diethylcyclopropane', '1,7-octadiene', '1-hexadecene', '1-octadecene', '1-octene', '2 1-octyne', '2 H+', '2 NADH', '2 O2', '2 reduced rubredoxin', '2,5-dimethylhexane', '5,8,11-eicosatrienoic acid', 'H+', 'H+ [CPD:C00080]', 'NAD(P)H', 'NADH', 'NADPH', 'O2', 'O2 [CPD:C00007];', '[reduced NADPH-hemoprotein reductase]', 'arachidonic acid', 'bicyclohexane', 'butane', 'cycloheptane', 'cyclohexane', 'cyclooctane', 'cyclopentane', 'decane', 'dicyclopropylketone', 'docosahexaenoic acid', 'dodecane', 'eicosapentaenoic acid', 'ethyl tert-butyl ether', 'fatty acid', 'heptadecane', 'hexadecane', 'hexane', 'lauric acid', 'lecithin', 'methane', 'methane sulfonic acid', 'methyl tert-butyl ether', 'methylcyclohexane', 'methylphenylcyclopropane', 'monoolein', 'more', 'n-alkane', 'n-butane', 'n-dodecane', 'n-hexadecane', 'n-octane', 'n-propane', 'nitromethane', 'norcarane', 'octadecane', 'octane', 'octane [CPD:C01387];', 'palmitic acid', 'pentadecane', 'pentane', 'phosphatidylethanolamine', 'phosphatidylserine', 'propane', 'prostaglandin A1', 'prostaglandin A2', 'prostaglandin E1', 'reduced rubredoxin', 'reduced rubredoxin [CPD:C00340];', 'spirooctane', 'stearic acid', 'suberin', 'tert-amyl methyl ether', 'tetracosane']","['(5Z,8Z,11Z,14Z)-20-hydroxyeicosa-5,8,11,14-tetraenoic acid', '(omega-1)-hydroxy-n-alkanoate', '1,2-epoxy-7-octene', '1,2-epoxyoctane', '1-butanol', '1-decanol', '1-dodecanol', '1-heptadecanol', '1-hexadecanol', '1-hexanol', '1-octadecanol', '1-octanoic acid', '1-octanol', '1-octanol [CPD:C00756];', '1-pentadecanol', '1-pentanol', '1-phenylbut-3-en-1-ol', '1-propanol', '1-tetracosanol', '12-hydroxydodecanoic acid', '16-hydroxyhexadecanoic acid', '18-hydroxyoctadec-9-enoic acid 2,3-dihydroxypropyl ester', '2 H2O', '2 NAD+', '2 oxidized rubredoxin', '20-hydroxyeicosatetraenoic acid', '20-hydroxyicosa-5,8,11,14-tetraenoic acid', '7-octynoic acid', '?', 'H2O', 'H2O [CPD:C00001]', 'NAD(P)+', 'NAD+', 'NADP+', '[oxidized NADPH-hemoprotein reductase]', 'acetaldehyde', 'cycloheptanol', 'cyclohexanol', 'cyclooctanol', 'cyclopentanol', 'formaldehyde', 'methanol', 'n-alkanol', 'n-butanol', 'n-hexadecanol', 'n-octanol', 'omega-hydroxy fatty acid', 'oxidized rubredoxin', 'oxidized rubredoxin [CPD:C00435];', 'propan-1-ol', 'propanol', 'tert-amyl-alcohol', 'tert-butyl-alcohol']",0,0,0
(R)-benzylsuccinyl-CoA:electron transfer flavoprotein oxidoreductase,"['(R)-2-benzylsuccinyl-CoA [CPD:C09817];', 'electron-transfer flavoprotein [CPD:C04253]']","['(E)-2-benzylidenesuccinyl-CoA [CPD:C09818];', 'reduced electron-transfer flavoprotein [CPD:C04570]']",0,0,0
"benzoyl-CoA,NADPH:oxygen oxidoreductase (3-hydroxylating)","['Benzoyl-CoA', 'H+ [CPD:C00080];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'benzoyl-CoA', 'benzoyl-CoA [CPD:C00512];']","['3-hydroxybenzoyl-CoA', '3-hydroxybenzoyl-CoA [CPD:C05195];', '?', 'H2O', 'H2O [CPD:C00001]', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
3-oxocholoyl-CoA Delta4-oxidoreductase,"['7alpha,12alpha-dihydroxy-3-oxochol-24-oyl-CoA [CPD:C21910];', 'NAD+ [CPD:C00003];', '7alpha-hydroxy-3-oxochol-24-oyl-CoA [CPD:C21909]']","['7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21469];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080];', '7alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21471]']",0,0,0
3-methylbutanoyl-CoA:electron-transfer flavoprotein oxidoreductase,"['isovaleryl-CoA [CPD:C02939];', 'electron-transfer flavoprotein [CPD:C04253]']","['3-methylcrotonyl-CoA [CPD:C03069];', 'reduced electron-transfer flavoprotein [CPD:C04570]']",0,0,0
hydrogen:NAD(P)+ oxidoreductase,"['H+', 'H2', 'H2 [CPD:C00282];', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+', 'NADP+ [CPD:C00006]', 'NADPH', 'more', 'reduced methyl viologen']","['?', 'H+', 'H+ [CPD:C00080];', 'H2', 'NADH', 'NADH [CPD:C00004];', 'NADP+', 'NADPH', 'NADPH [CPD:C00005]', 'oxidized methyl viologen']",0,0,0
sarcosine:electron-transfer flavoprotein oxidoreductase (demethylating),"['sarcosine [CPD:C00213];', 'H2O [CPD:C00001];', 'electron-transfer flavoprotein [CPD:C04253]']","['glycine [CPD:C00037];', 'formaldehyde [CPD:C00067];', 'reduced electron-transfer flavoprotein [CPD:C04570]']",0,0,0
(R)-2-hydroxyglutaryl-CoA hydro-lyase ((E)-glutaconyl-CoA-forming),['(R)-2-hydroxyglutaryl-CoA'],"['(E)-glutaconyl-CoA [CPD:C02411];', 'H2O [CPD:C00001]']",0,0,0
"steroid,hydrogen-donor:oxygen oxidoreductase (9-epoxidizing)","['1,4-androstadiene-3,17-dione', '2 H+', '2 O2', '4,9(11)-pregnadiene-3,20-dione', '4-androsten-3,17-dione', '4-androstene-3,17-dione', '9(11)-dehydro-17alpha-methyl-testosterone', 'AH2', 'NADH', 'O2', 'O2 [CPD:C00007]', 'more', 'pregna-4,9(11)-diene-3,20-dione [CPD:C04084];', 'progesterone', 'reduced acceptor [CPD:C00030];']","['9,11alpha-epoxypregn-4-ene-3,20-dione', '9,11alpha-epoxypregn-4-ene-3,20-dione [CPD:C04379];', '9-hydroxy-1,4-androstadiene-3,17-dione', '9alpha,11alpha-oxido-17beta-hydroxy-17alpha-methyl-1,4-androstadiene-3-one', '9alpha,11alpha-oxido-17beta-hydroxy-17alpha-methyl-4-androstene-3-one', '9alpha-hydroxy-4-androstene-3,17-dione', '9alpha-hydroxyprogesterone', '?', 'A', 'H2O', 'H2O [CPD:C00001]', 'H2O2', 'NAD+', 'acceptor [CPD:C00028];']",0,0,0
spermidine:oxygen oxidoreductase (spermidine-forming),"['spermine [CPD:C00750];', 'O2 [CPD:C00007];', 'H2O [CPD:C00001]']","['spermidine [CPD:C00315];', '3-aminopropanal [CPD:C05665];', 'H2O2 [CPD:C00027]']",0,0,0
glutathione:dehydroascorbate oxidoreductase,"['glutathione [CPD:C00051];', 'dehydroascorbate [CPD:C05422]']","['glutathione disulfide [CPD:C00127];', 'ascorbate [CPD:C00072]']",0,0,0
7-chloro-L-tryptophan:FADH2 oxidoreductase (6-halogenating),"['7-chloro-L-tryptophan', '7-chloro-L-tryptophan [CPD:C19687];', 'Cl-', 'FADH2', 'FADH2 [CPD:C01352];', 'H+', 'H+ [CPD:C00080]', 'L-tryptophan', 'O2', 'O2 [CPD:C00007];', 'chloride [CPD:C00698];', 'more']","['2 H2O', '6,7-dichloro-L-tryptophan', '6,7-dichloro-L-tryptophan [CPD:C21868];', '6-chloro-L-tryptophan', '?', 'FAD', 'FAD [CPD:C00016];', 'H2O [CPD:C00001]']",0,0,0
glycocholate amidohydrolase,"['glycocholate [CPD:C01921];', 'H2O [CPD:C00001]']","['cholate [CPD:C00695];', 'glycine [CPD:C00037]']",0,0,0
coenzyme F420:ferredoxin oxidoreductase,"['reduced coenzyme F420 [CPD:C01080];', 'oxidized ferredoxin [CPD:C00139]']","['oxidized coenzyme F420 [CPD:C00876];', 'reduced ferredoxin [CPD:C00138];', 'H+ [CPD:C00080]']",0,0,0
N-methyl-L-amino-acid:oxygen oxidoreductase (demethylating),"['N-methyl-L-amino acid [CPD:C03148];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['L-amino acid [CPD:C00151];', 'formaldehyde [CPD:C00067];', 'H2O2 [CPD:C00027]']",0,0,0
"carbon-monoxide,water:ferredoxin oxidoreductase","['CO [CPD:C00237];', 'H2O [CPD:C00001];', 'oxidized ferredoxin [CPD:C00139]']","['CO2 [CPD:C00011];', 'reduced ferredoxin [CPD:C00138];', 'H+ [CPD:C00080]']",0,0,0
"[histone H3]-N6,N6,N6-trimethyl-L-lysine9,2-oxoglutarate:oxygen oxidoreductase","['2 2-oxoglutarate', '2 O2', '2-oxoglutarate', '2-oxoglutarate [CPD:C00026];', '?', 'ATKAARK(me3)-SAPATGGVKKPHRYRPG-GK(biotin)', 'H3(1-20) K4-dimethylated peptide', 'H31-15K9me3', 'O2', 'O2 [CPD:C00007];', '[Cockayne syndrome group B protein]-N6,N6,N6-trimethyl-L-lysine1054', '[Cockayne syndrome group B protein]-N6,N6,N6-trimethyl-L-lysine170', '[Cockayne syndrome group B protein]-N6,N6,N6-trimethyl-L-lysine297', '[Cockayne syndrome group B protein]-N6,N6,N6-trimethyl-L-lysine448', '[G9a protein]-N6,N6,N6-trimethyl-L-lysine185', '[chromodomain Y-like protein]-N6,N6,N6-trimethyl-L-lysine135', '[histone H3]-N6,N6,N6-trimethyl-L-lysine4', '[histone H3]-N6,N6,N6-trimethyl-L-lysine9', '[histone H3]-N6,N6,N6-trimethyl-L-lysine9;', '[histone H3]-N6,N6-dimethyl-L-lysine36', '[histone H3]-N6,N6-dimethyl-L-lysine4', '[histone H3]-N6,N6-dimethyl-L-lysine9', '[histone H3]-N6-methyl-L-lysine4', '[histone H3]-N6-methyl-L-lysine9', '[protein p53]-N6,N6-dimethyl-L-lysine370', '[protein p53]-N6-methyl-L-lysine370', '[widely interspaced zinc finger motifs protein]-N6,N6,N6-trimethyl-L-lysine305', 'alpha-ketoglutarate', 'dimethyl-histone 3 L-lysine 9', 'dimethyl-histone 3 lysine 9', 'dimethylated histone 3 lysine 9', 'histone H3 N6,N6,N6-trimethyl-L-lysine9', 'histone H3 N6,N6-dimethyl-L-lysine9', 'histone H3 N6-methyl-L-lysine9', 'histone H4 N6-methyl-L-lysine20', 'more', 'protein 6-N,6-N-dimethyl-L-lysine', 'protein 6-N-methyl-L-lysine', 'protein N6,N6-dimethyl-L-lysine', 'trimethyl-histone 3 L-lysine 9', 'trimethyl-histone 3 L-lysine 9 mutant A7H', 'trimethyl-histone 3 L-lysine 9 mutant A7R', 'trimethyl-histone 3 L-lysine 9 mutant G12P']","['2 CO2', '2 formaldehyde', '2 succinate', '?', 'ATKAARKSAPATGGVKKPHRYRPG-GK(biotin)', 'CO2', 'CO2 [CPD:C00011];', 'H3(1-20) K4-monomethylated peptide', 'H31-15K9me2', '[histone H3]-L-lysine36', '[histone H3]-L-lysine4', '[histone H3]-L-lysine9', '[histone H3]-N6,N6-dimethyl-L-lysine9', '[histone H3]-N6-methyl-L-lysine9;', '[protein p53]-L-lysine370', 'dimethyl-histone 3 L-lysine 9', 'dimethyl-histone 3 L-lysine 9 mutant A7H', 'dimethyl-histone 3 L-lysine 9 mutant A7R', 'dimethyl-histone 3 lysine 9 mutant G12P', 'formaldehyde', 'formaldehyde [CPD:C00067];', 'histone H3 L-lysine9', 'histone H3 N6,N6-dimethyl-L-lysine9', 'histone H3 N6-methyl-L-lysine9', 'histone H4 L-lysine20', 'methyl-histone 3 L-lysine 9', 'methyl-histone 3 lysine 9', 'protein 6-N-methyl-L-lysine', 'protein L-lysine', 'succinate', 'succinate [CPD:C00042];']",0,0,0
5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,"['5-methyltetrahydrofolate [CPD:C00440];', 'L-homocysteine [CPD:C00155]']","['tetrahydrofolate [CPD:C00101];', 'L-methionine [CPD:C00073]']",0,0,0
(S)-reticuline:oxygen oxidoreductase (methylene-bridge-forming),"['(S)-reticuline [CPD:C02105];', 'O2 [CPD:C00007]']","['(S)-scoulerine [CPD:C02106];', 'H2O2 [CPD:C00027]']",0,0,0
"butanoyl-CoA:NAD+, ferredoxin oxidoreductase","['butanoyl-CoA [CPD:C00136];', 'NAD+ [CPD:C00003];', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]']","['(E)-but-2-enoyl-CoA [CPD:C00877];', 'NADH [CPD:C00004];', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]']",0,0,0
"4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)","['2,3-dihydroxybenzoate', '2,4-dihydroxybenzoate', '2,5-dihydroxybenzoate', '2-chloro-4-hydroxybenzoate', '2-fluoro-4-hydroxybenzoate', '3,4-dihydroxybenzoate', '3,4-dihydroxybenzoic acid', '3,5-dihydroxybenzoate', '3-Chloro-4-hydroxybenzoate', '3-Fluoro-4-hydroxybenzoate', '3-bromo-4-hydroxybenzoate', '3-chlorophenol', '3-hydroxyanthranilate', '4-aminobenzoate', '4-chlorophenol', '4-chlororesorcinol', '4-hydroxybenzoate', '4-hydroxybenzoate [CPD:C00156];', '4-mercaptobenzoate', '4-nitrophenol', '4-toluate', 'H+', 'H+ [CPD:C00080];', 'NADH', 'NADP+', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'benzene sulfonate', 'ferricyanide', 'hydroquinone', 'm-hydroxybenzoate', 'more', 'p-hydroxybenzoate']","['2,3,4-trihydroxybenzoate', '2,4,5-trihydroxybenzoate', '3,4-dihydroxybenzoate [CPD:C00230];', ""4,4'-dithiobisbenzoate"", '?', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006];', 'ferrocyanide', 'gallic acid', 'protocatechuate']",0,0,0
"spermidine:oxygen oxidoreductase (propane-1,3-diamine-forming)","['spermidine [CPD:C00315];', 'O2 [CPD:C00007];', 'H2O [CPD:C00001]']","['propane-1,3-diamine [CPD:C00986];', '4-aminobutanal [CPD:C00555];', 'H2O2 [CPD:C00027]']",0,0,0
hydrogen:NADP+ oxidoreductase,"['2,6-dichlorophenolindophenol', 'H+', 'H2', 'H2 [CPD:C00282];', 'NAD+', 'NADP+', 'NADP+ [CPD:C00006]', 'NADPH', 'more', 'oxidized benzyl viologen', 'oxidized ferredoxin', 'oxidized methyl viologen', 'oxidized methylene blue', 'reduced benzyl viologen']","['?', 'H+', 'H+ [CPD:C00080];', 'H2', 'NADH', 'NADP+', 'NADPH', 'NADPH [CPD:C00005]', 'oxidized benzyl viologen', 'reduced benzyl viologen', 'reduced ferredoxin', 'reduced methyl viologen', 'reduced methylene blue']",0,0,0
