ec,SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
1.3.8.2,"15-cis-4,4'-diapophytoene:FAD oxidoreductase (4,4'-diapolycopene-forming)","[""15-cis-4,4'-diapophytoene"", ""15-cis-4,4'-diapophytoene [CPD:C16144];"", ""3 FAD"", ""4 FAD"", ""FAD"", ""FAD [CPD:C00016];"", ""all-trans-4,4'-diapo-zeta-carotene"", ""all-trans-4,4'-diapo-zeta-carotene;"", ""all-trans-4,4'-diaponeurosporene"", ""all-trans-4,4'-diapophytofluene"", ""all-trans-4,4'-diapophytofluene;""]","[""3 FADH2"", ""4 FADH2"", ""FADH2"", ""FADH2 [CPD:C01352];"", ""all-trans-4,4'-diapo-zeta-carotene"", ""all-trans-4,4'-diapo-zeta-carotene;"", ""all-trans-4,4'-diapolycopene"", ""all-trans-4,4'-diapolycopene;"", ""all-trans-4,4'-diaponeurosporene"", ""all-trans-4,4'-diapophytofluene"", ""all-trans-4,4'-diapophytofluene;""]",0,0,0
2.7.1.180,FAD:protein riboflavin-5'-phosphate transferase,"[""FAD"", ""FAD [CPD:C00016];"", ""[protein]-L-threonine"", ""[protein]-L-threonine [CPD:C19803]"", ""more""]","[""?"", ""AMP"", ""AMP [CPD:C00020]"", ""[protein]-FMN-L-threonine"", ""[protein]-FMN-L-threonine [CPD:C20730];""]",0,0,0
1.14.13.8,"N,N-dimethylaniline,NADPH:oxygen oxidoreductase (N-oxide-forming)","[""(R)-metamphetamine"", ""(S)-metamphetamine"", ""(S)-nicotine"", ""1,1-dimethylhydrazine"", ""1,2,3,4-tetrahydroisoquinoline"", ""1,2-dimethylhydrazine"", ""1,2-dimethylphenylhydrazine"", ""1-[4-(methylsulfanyl)phenyl]ethanone"", ""1-butanethiol"", ""1-methyl-1-phenylhydrazine"", ""1-methyl-2-benzylhydrazine"", ""1-methyl-2-thioimidazole"", ""1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine"", ""1-methyl-6,7-dihydroxytetrahydroisoquinoline"", ""10-(N,N-dimethylaminoalkyl)-2-(trifluoromethyl) phenothiazines"", ""10-(N,N-dimethylaminooctyl)2-(trifluoromethyl)phenothiazene"", ""10-(N,N-dimethylaminopentyl)-2-(trifluoromethyl)phenothiazine"", ""10-([N,N-dimethylaminopentyl]-2-trifluoromethyl)phenothiazine"", ""10-N-(n-octylamino)-2-(trifluoromethyl) phenothiazine"", ""10-[(N,N-dimethylaminooctyl)-2-(trifluoromethyl)]phenothiazine"", ""10-[(N,N-dimethylaminopentyl)-2-(trifluoromethyl)]phenothiazine"", ""2 H+"", ""2 NADH"", ""2 NADPH"", ""2 O2"", ""2 bicyclo[4.2.0]octan-7-one"", ""2,4,5-trichlorphenol"", ""2,4,6-trichlorphenol"", ""2,4-dichlorphenol"", ""2-(methylsulfanyl)pyridine"", ""2-(methylsulfanyl)thiophene"", ""2-[(methylsulfanyl)methyl]furan"", ""2-[2-(4-methoxyphenyl)-2-oxoethyl]-acrylic acid"", ""2-acetylsulfanylmethyl-4-(4-methoxyphenyl)-4-oxobutyric acid"", ""2-chlorophenyl methyl sulfide"", ""2-chlorphenol"", ""2-mercaptobenzimidazole"", ""3-chlorophenyl methyl sulfide"", ""4-(4-methoxyphenyl)-2-methylsulfanylmethyl-4-oxobutyric acid"", ""4-(4-methylphenyl)-2-methylsulfanylmethyl-4-oxobutyric acid"", ""4-(methylsulfanyl)benzonitrile"", ""4-(methylsulfanyl)phenol"", ""4-aminobenzoic acid hydrazide"", ""4-chlorophenyl methyl sulfide"", ""4-chlorphenol"", ""5,6-dimethylxanthenone-4-acetic acid"", ""5-[[3-(dimethylamino)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one"", ""5-[[3-(dimethylamino)propyl]amino]-8-methoxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one"", ""9-hydroxy-5,6-dimethyl-N-(2-(dimethylamino)ethyl)-6H-pyrido(4,3-B)-carbazole-1-carboxamide"", ""E-7016"", ""GSK5182"", ""H+"", ""H+ [CPD:C00080];"", ""K11777"", ""L-775,606"", ""L-Met-Phe"", ""L-Met-Val"", ""L-Phe-Met"", ""L-methionine"", ""L-seleno-methionine"", ""MK-0457"", ""MK-0767 methyl sulfide"", ""N,N,N-trimethylamine"", ""N,N-diallyltryptamine"", ""N,N-dimethyl-3-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]propan-1-amine"", ""N,N-dimethyl-5-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]pentan-1-amine"", ""N,N-dimethyl-8-[2-(trifluoromethyl)-10H-phenothiazin-10-yl]octan-1-amine"", ""N,N-dimethylamphetamine"", ""N,N-dimethylaniline"", ""N,N-dimethylaniline [CPD:C02846];"", ""N-(3R)-1-azabicyclo[2.2.2]oct-3-ylfuro[2,3-c]pyridine-5-carboxamide"", ""N-aminohomopiperidine"", ""N-aminomorpholine"", ""N-aminopiperidine"", ""N-aminopyrrolidone"", ""N-deacetyl ketoconazole"", ""N-deacetyloxoconazole"", ""N-methyl-1,2,3,4-tetrahydroisoquinoline"", ""N-methyl-tamoxifen"", ""NADH"", ""NADPH"", ""NADPH [CPD:C00005];"", ""NSC645809"", ""O2"", ""O2 [CPD:C00007]"", ""R(-)-deprenyl"", ""S-allyl-L-cysteine"", ""S-benzyl-L-cysteine"", ""S-farnesylcysteine"", ""S-farnesylcysteine methyl ester"", ""S-methyl N,N-diethyldithiocarbamate"", ""S-methyl esonarimod"", ""S16020"", ""SNI-2011"", ""TG100435"", ""[7-(2,6-dichloro-phenyl)-5-methyl-benzo[1,2,4]triazin-3-yl]-[4-(2-pyrrolidin-1-yl-ethoxy)-phenyl]-amine"", ""[reduced NADPH-hemoprotein reductase]"", ""albendazole"", ""aldicarb"", ""almotriptan"", ""alpha-naphthylthiourea"", ""aminopyrine"", ""ammonia"", ""amphetamine"", ""benzydamine"", ""benzyl ethyl sulfide"", ""benzyl methyl sulfide"", ""benzylamine"", ""benzylhydrazine"", ""beta-ethylphenylhydrazine"", ""bicyclo[3.2.0]hept-2-en-6-one"", ""bupivacaine"", ""butyl ethyl sulfide"", ""butyl methyl sulfide"", ""butylhydrazine"", ""chlorpromazine"", ""cimetidine"", ""clomiphene"", ""clozapine"", ""contezolid"", ""cyclobutanone"", ""cyclohexyl methyl sulfide"", ""cysteamine"", ""danusertib"", ""dapsone"", ""dasatinib"", ""demeton-O"", ""deprenyl"", ""dibenzylamine"", ""dihydrolipoic acid"", ""dimethylsulfone"", ""disulfoton"", ""ephedrine"", ""esonarimod"", ""ethiofencarb"", ""ethionamide"", ""ethyl phenyl sulfide"", ""ethylene sulfide"", ""ethylene thiourea"", ""ethylenethiourea"", ""ethylenthiourea"", ""etionamide"", ""fenthion"", ""imipramine"", ""indole"", ""isopropylhydrazine"", ""itopride"", ""lidocaine"", ""lipoic acid"", ""lorcaserin"", ""loxapine"", ""mercaptoimidazole"", ""methamphetamine"", ""methimazole"", ""methiocarb"", ""methyl 2-phenylethyl sulfide"", ""methyl 4-(methylsulfanyl)phenyl ether"", ""methyl 4-methylphenyl sulfide"", ""methyl 4-nitrophenyl sulfide"", ""methyl 4-tolyl sulfide"", ""methyl p-tolyl sulfide"", ""methyl phenyl sulfide"", ""methyl-4-tolyl sulfide"", ""methylmercaptan"", ""methylphenylsulfide"", ""methylthioalkyl glucosinolate"", ""moclobemide"", ""more"", ""n-decylamine"", ""n-octylamine"", ""naphthylthiourea"", ""nicotine"", ""nomifensine"", ""olanzapine"", ""olopatadine"", ""orphenadrine"", ""p-chloro-N-methylaniline"", ""p-tolyl sulfide"", ""pargyline"", ""phenethylamine"", ""phenyl propyl sulfide"", ""phenylhydrazine"", ""phenylthiourea"", ""phorate"", ""phospho-sulindac"", ""primaquine"", ""procarbazine"", ""propranolol"", ""pyrazolacridine"", ""pyrazoloacridine"", ""quazepam"", ""ranitidine"", ""secondary amine"", ""selegiline"", ""seleno-L-methionine"", ""selenomethionine"", ""sulfamethoxazole"", ""sulindac sulfide"", ""tamoxifen"", ""tazarotenic acid"", ""tertiary amine"", ""thiacetazone"", ""thioacetamide"", ""thiobenzamide"", ""thiocarbanilide"", ""thiourea"", ""tigecycline"", ""tozasertib"", ""triethylamine"", ""trifluoperazine"", ""trifluoroperazine"", ""trimethylamine"", ""tyramine"", ""voriconazole"", ""xanomeline""]","[""(3aR,7aS)-hexahydro-2-benzofuran-1(3H)-one"", ""(3aS,7aS)-hexahydro-1-benzofuran-2(3H)-one"", ""(E)-{(2E)-[4-(acetylamino)benzylidene]hydrazinylidene}(amino)methanesulfinic acid"", ""(L-Met-S-oxide)-Phe"", ""(L-Met-S-oxide)-Val"", ""(R)-3-(furo[2,3-c]pyridine-5-carboxamido)quinuclidine 1-oxide"", ""(R)-metamphetamine N-oxide"", ""(R,S)-1-[4-(methylsulfanyl)phenyl]ethanone S-oxide"", ""(R,S)-2-chlorophenyl methyl sulfide S-oxide"", ""(R,S)-3-chlorophenyl methyl sulfide S-oxide"", ""(R,S)-4-(methylsulfanyl)benzonitrile S-oxide"", ""(R,S)-4-(methylsulfanyl)phenol S-oxide"", ""(R,S)-4-chlorophenyl methyl sulfide S-oxide"", ""(R,S)-methyl 4-(methylsulfanyl)phenyl ether S-oxide"", ""(R,S)-methyl 4-methylphenyl sulfide S-oxide"", ""(R,S)-methyl 4-nitrophenyl sulfide S-oxide"", ""(R,S)-methyl phenyl sulfoxide"", ""(S)-metamphetamine N-oxide"", ""(S)-nicotine N1-oxide"", ""(S,R)-sulindac"", ""(Z)-2-(4-(5-hydroxy-1-(4-hydroxyphenyl)-2-phenylpent-1-en-1-yl)phenoxy)-N,N-dimethylethan-1-amine oxide"", ""(diethylnitroryl)(methylsulfanyl)methanethione"", ""1-(2-(4-((7-(2,6-dichlorophenyl)-5-methylbenzo[e][1,2,4]triazin-3-yl)amino)phenoxy)ethyl)pyrrolidine 1-oxide"", ""1-methyl-4-(2-methyl-10H-benzo[b]thieno[2,3-e][1,4]diazepin-4-yl)piperazine 1-oxide"", ""1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"", ""1-nitrosodecane"", ""1-nitrosooctane"", ""10-N-(n-octylamino)-2-(trifluoromethyl) phenothiazine N-oxide"", ""10-[(N,N-dimethylaminooctyl)-2-(trifluoromethyl)]phenothiazine N-oxide"", ""11a-hydroxytigecycline"", ""2 H2O"", ""2 NAD+"", ""2 NADP+"", ""2,3,4-trifluoropyridine 1-oxide"", ""2,5-dichlorohydroquinone"", ""2,6-dichlorohydroquinone"", ""2-(9-hydroxy-5,6-dimethyl-6H-pyrido[4,3-b]carbazole-1-carboxamido)-N,N-dimethylethan-1-amine oxide"", ""2-(methylsulfanyl)pyridine S-oxide"", ""2-(methylsulfanyl)thiophene S-oxide"", ""2-[(methylsulfanyl)methyl]furan S-oxide"", ""2-ethyl-N-hydroxypyridine-4-carbothioamide"", ""4-(2-chlorodibenzo[b,f][1,4]oxazepin-11-yl)-1-methylpiperazine 1-oxide"", ""4-(3-(5-(4H-1,2,4-triazol-4-yl)-1H-indol-3-yl)propyl)-1-(3-fluorophenethyl)piperazine 1-oxide"", ""4-(6-((5-((2-chloro-6-methylphenyl)carbamoyl)thiazol-2-yl)amino)-2-methylpyrimidin-4-yl)-1-(2-hydroxyethyl)piperazine 1-oxide"", ""5-[[3-(dimethylnitroryl)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one"", ""5-[[3-(dimethylnitroryl)propyl]amino]-8-methoxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one"", ""7-chloro-5-(2-fluorophenyl)-1-(2,2,2-trifluoroethyl)-1,3-dihydro-2H-benzo[e][1,4]diazepin-2-one"", ""?"", ""CH3N2H3"", ""Cl-"", ""H+"", ""H2O"", ""H2O [CPD:C00001]"", ""K11777 N-oxide"", ""L-methionine S-oxide"", ""L-methionine seleno-oxide"", ""MK-0457 N-oxide"", ""N,N,N-trimethylamine N-oxide"", ""N,N-diallyltryptamine N-oxide"", ""N,N-diethyl-2-((8-hydroxy-6-oxo-6H-imidazo[4,5,1-de]acridin-5-yl)amino)ethan-1-amine oxide"", ""N,N-dimethylamphetamine N-oxide"", ""N,N-dimethylaniline N-oxide"", ""N,N-dimethylaniline N-oxide [CPD:C01183];"", ""N-deacetyl ketoconazole N-oxide"", ""N-methyl-tamoxifen N-oxide"", ""N-methylmethimidazole-2-sulfinic acid"", ""NAD+"", ""NADP+"", ""NADP+ [CPD:C00006];"", ""NADPH"", ""O2"", ""S-benzyl-L-cysteine S-oxide"", ""S-farnesylcysteine S-oxide"", ""S-farnesylcysteine S-oxide methyl ester"", ""S-methyl esonarimod"", ""S-methyl esonarimod S-oxide"", ""S16020 N-oxide"", ""SNI-2011 N-oxide"", ""[7-(2,6-dichlorophenyl)-5-methyl-benzo[1,2,4]triazin-3-yl]-(4-[2-(1-oxy-pyrrolidin-1-yl)-ethoxy]-phenyl)-amine"", ""[oxidized NADPH-hemoprotein reductase]"", ""albendazole S-oxide"", ""almotriptan N-oxide"", ""amphetamine N-oxide"", ""benzydamine N-oxide"", ""benzyl ethyl sulfide S-oxide"", ""benzyl methyl sulfide S-oxide"", ""benzylamine N-oxide"", ""bupivacaine-oxide"", ""butyl ethyl sulfide S-oxide"", ""butyl methyl sulfide S-oxide"", ""chlorohydroquinone"", ""chlorpromazine N-oxide"", ""chlorpromazine oxide"", ""cimetidine S-oxide"", ""clozapine N-oxide"", ""contezolid N-oxide"", ""cyclohexyl methyl sulfide S-oxide"", ""cysteamine N-oxide"", ""danusertib N-oxide"", ""demeton-O sulfoxide"", ""deprenyl N-oxide"", ""ethiofencarb sulfoxide"", ""ethionamide N-oxide"", ""ethionamide S-oxide"", ""ethyl phenyl sulfoxide"", ""ethylenethiourea S-oxide"", ""etionamide S-oxide"", ""fenthion sulfoxide"", ""formaldehyde"", ""gamma-butyrolactone"", ""hydroquinone"", ""imipramine N-oxide"", ""imipramine oxide"", ""indole N-oxide"", ""indoxyl"", ""itopride N-oxide"", ""lidocaine-oxide"", ""lorcaserin N-oxide"", ""mercaptoimidazole S-oxide"", ""methamphetamine N-oxide"", ""methanesulfinate"", ""methimazole N-oxide"", ""methimazole S-oxide"", ""methiocarb sulfoxide"", ""methionine S-oxide"", ""methyl 2-phenylethyl sulfide S-oxide"", ""methyl 4-tolyl sulfoxide"", ""methyl p-tolyl sulfoxide"", ""methylsulfinylalkyl glucosinolate S-oxide"", ""moclobemide N-oxide"", ""naphthylthiourea S-oxide"", ""nicotine N-oxide"", ""olopatadine N-oxide"", ""orphenadrine N-oxide"", ""p-tolyl sulfoxide"", ""pargyline N-oxide"", ""phenethylamine N-oxide"", ""phenyl propyl sulfide S-oxide"", ""phenylthiourea S-oxide"", ""propranolol-hydroxylamine"", ""pyrazolacridine N-oxide"", ""pyrazoloacridine N-oxide"", ""secondary nitrone"", ""selegiline N-oxide"", ""seleno-L-methionine Se-oxide"", ""seleno-L-methionine Se-oxideoxide"", ""sulindac"", ""tamoxifen N-oxide"", ""tazarotenate N-oxide"", ""tertiary N-oxide"", ""tetrazene"", ""thiacetazone N-oxide"", ""thiacetazone S-oxide"", ""thiacetazone carbodiimide"", ""thiobenzamide N-oxide"", ""thiourea S-oxide"", ""triethylamine N-oxide"", ""trimethylamine N-oxide"", ""tyramine N-oxide"", ""xanomeline N-oxide""]",0,0,0
1.14.19.23,"oleoyl-[glycerolipid],ferredoxin:oxygen oxidoreductase (12,13 cis-dehydrogenating)","[""1,2-di-(9'-cis-octadecenyl)-3-beta-D-galactopyranosyl-sn-glycerol"", ""1,2-dioleoyl-3-beta-D-galactopyranosyl-sn-glycerol"", ""1-oleoyl-2-(7'-cis-hexadecenoyl)-3-beta-D-galactopyranosyl-sn-glycerol"", ""1-oleoyl-sn-glycerol 3-phosphate"", ""2 H+"", ""2 reduced ferredoxin [iron-sulfur] cluster"", ""2 reduced ferredoxin [iron-sulfur] cluster O2"", ""2 reduced ferredoxin [iron-sulfur] cluster+ O2"", ""H+"", ""H+ [CPD:C00080]"", ""O2"", ""O2 [CPD:C00007];"", ""an oleoyl-[glycerolipid]"", ""an oleoyl-[monogalactosyldiacylglycerol]"", ""an palmitoleoyl-[glycerolipid]"", ""erucic acid"", ""more"", ""oleate"", ""oleoyl-[glycerolipid]"", ""oleoyl-[glycerolipid];"", ""reduced ferredoxin [iron-sulfur] cluster"", ""reduced ferredoxin [iron-sulfur] cluster [CPD:C00138];""]","[""1-linoleoyl-2-(7'-cis-hexadecenoyl)-3-beta-D-galactopyranosyl-sn-glycerol"", ""1-linoleoyl-sn-glycerol 3-phosphate"", ""2 H2O"", ""2 oxidized ferredoxin [iron-sulfur] cluster"", ""2 reduced ferredoxin [iron-sulfur] cluster"", ""?"", ""H2O"", ""H2O [CPD:C00001]"", ""a (9Z,12E)-hexadeca-9,12-dienoyl-[glycerolipid]"", ""a linoleoyl-[glycerolipid]"", ""a linoleoyl-[monogalactosyldiacylglycerol]"", ""linoleate"", ""linoleoyl-[glycerolipid]"", ""linoleoyl-[glycerolipid] [CPD:C21529];"", ""oxidized ferredoxin [iron-sulfur] cluster"", ""oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139];""]",0,0,0
2.7.1.26,ATP:riboflavin 5'-phosphotransferase,"[""10-(D-allo)flavin"", ""10-(L-arabo)flavin"", ""2'-dATP"", ""2'-deoxyriboflavin"", ""2-thioriboflavin"", ""3-deazariboflavin"", ""3-methylriboflavin"", ""5-deazariboflavin"", ""5-methyl-5-deazariboflavin"", ""6,7-dichloro-9-(D-1'-ribityl)isoalloxazine"", ""6,7-dimethyl-9-(1'-D-ribityl)-2-iminoisoalloxazine"", ""6-methylriboflavin"", ""7,8-dichlororiboflavin"", ""7-chlororiboflavin"", ""8-aminoriboflavin"", ""8-bromo-8-demethylriboflavin"", ""8-chloro-8-demethylriboflavin"", ""8-demethylriboflavin"", ""8-dimethylamino-8-demethylriboflavin"", ""8-ethoxy-8-demethylriboflavin"", ""8-fluoro-8-demethylriboflavin"", ""8-iodo-8-demethylriboflavin"", ""8-methoxy-8-demethylriboflavin"", ""8-methylamino-8-demethylriboflavin"", ""9-azariboflavin"", ""ADP"", ""ATP"", ""ATP [CPD:C00002];"", ""CTP"", ""D-erythroflavin"", ""GTP"", ""UTP"", ""adenosine-5'-O-(3-thiotriphosphate)"", ""alloflavin"", ""arabitylflavin"", ""dATP"", ""more"", ""riboflavin"", ""riboflavin [CPD:C00255]"", ""roseoflavin""]","[""10-(D-allo)flavin 5'-phosphate"", ""10-(L-arabo)flavin 5'-phosphate"", ""2'-dADP"", ""2'-deoxyriboflavin 5'-phosphate"", ""2-thioriboflavin 5'-phosphate"", ""3-deazariboflavin 5'-phosphate"", ""3-methylriboflavin 5'-phosphate"", ""5-deazariboflavin 5'-phosphate"", ""5-deazariboflavin monophosphate"", ""5-methyl-5-deazariboflavin 5'-phosphate"", ""6,7-dichloro-9-(D-1'-ribityl)isoalloxazine phosphate"", ""6,7-dimethyl-9-(1'-D-ribityl)-2-iminoisoalloxazine 5'-phosphate"", ""6-methylriboflavin 5'-phosphate"", ""7,8-dichlororiboflavin monophosphate"", ""7-chlororiboflavin"", ""8-aminoriboflavin monophosphate"", ""8-bromo-8-demethylriboflavin 5-'phosphate"", ""8-chloro-8-demethylriboflavin 5'-phosphate"", ""8-demethylriboflavin 5'-phosphate"", ""8-dimethylamino-8-demethylriboflavin 5'-phosphate"", ""8-ethoxy-8-demethylriboflavin 5'-phosphate"", ""8-fluoro-8-demethylriboflavin 5'-phosphate"", ""8-iodo-8-demethylriboflavin 5'-phosphate"", ""8-methoxy-8-demethylriboflavin 5'-phosphate"", ""8-methylamino-8-demethylriboflavin 5'-phosphate"", ""9-azariboflavin 5'-phosphate"", ""?"", ""ADP"", ""ADP [CPD:C00008];"", ""AMP"", ""ATP"", ""CTP"", ""D-erythroflavin 5'-phosphate"", ""FMN"", ""FMN [CPD:C00061]"", ""GTP"", ""UDP"", ""alloflavin 5'-phosphate"", ""arabitylflavin phosphate"", ""dADP"", ""riboflavin 5'-phosphate"", ""roseoflavin 5'-phosphate""]",0,0,0
1.14.19.25,"(9Z,12Z)-octadeca-9,12-dienoyl-[glycerolipid],ferrocytochrome b5:oxygen oxidoreductase (15,16 cis-dehydrogenating)","[""2 H+"", ""2 ferrocytochrome b5"", ""H+ [CPD:C00080]"", ""O2"", ""O2 [CPD:C00007];"", ""a dihomo-gamma-linolenoyl-[glycerolipid]"", ""a gamma-linolenoyl-[glycerolipid]"", ""a linoleoyl-[glycerolipid]"", ""an arachidonoyl-[glycerolipid]"", ""arachidonic acid"", ""arachidonoyl-[glycerolipid]"", ""ferrocytochrome b5 [CPD:C00999];"", ""linoleoyl-[glycerolipid]"", ""linoleoyl-[glycerolipid] [CPD:C21529];"", ""more"", ""omega-6 linoleic acid""]","[""2 H2O"", ""2 ferricytochrome b5"", ""?"", ""H2O [CPD:C00001]"", ""a (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl-[glycerolipid]"", ""a (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl-[glycerolipid]"", ""a stearidonoyl-[glycerolipid]"", ""alpha-linolenoyl-[glycerolipid]"", ""alpha-linolenoyl-[glycerolipid] [CPD:C21531];"", ""an alpha-linolenoyl-[glycerolipid]"", ""eicosapentaenoic acid"", ""eicosapentaenoyl-[glycerolipid]"", ""ferricytochrome b5"", ""ferricytochrome b5 [CPD:C00996];"", ""linolenic acid""]",0,0,0
1.5.1.39,FMNH2:NAD(P)+ oxidoreductase,"[""FMNH2"", ""FMNH2 [CPD:C01847];"", ""NAD(P)+"", ""NAD+"", ""NAD+ [CPD:C00003];"", ""NADP+"", ""NADP+ [CPD:C00006]""]","[""FMN"", ""FMN [CPD:C00061];"", ""H+"", ""H+ [CPD:C00080]"", ""NAD(P)H"", ""NADH"", ""NADH [CPD:C00004];"", ""NADPH"", ""NADPH [CPD:C00005];""]",0,0,0
1.14.19.33,"Delta12 acyl-lipid,ferrocytochrome-b5:oxygen 11,14 allylic oxidase (11E,13E-forming)","[""(6Z,9Z,12Z)-octadeca-6,9,12-trienoate"", ""(9Z)-hexadecenoate"", ""(9Z)-octadecenoate"", ""2 H+"", ""2 ferrocytochrome b5"", ""H+ [CPD:C00080];"", ""O2"", ""O2 [CPD:C00007];"", ""a gamma-linolenoyl-[glycerolipid]"", ""a linoleoyl-[glycerolipid]"", ""ferrocytochrome b5 [CPD:C00999];"", ""gamma-linolenoyl-[glycerolipid]"", ""linoleoyl-[glycerolipid] [CPD:C21529];"", ""more"", ""octadec-9-ynoyl-[glycerolipid]""]","[""(13Z)-octadecen-13-en-9-ynoyl-[glycerolipid]"", ""(6Z,9Z,11E,13E)-octadeca-6,9,11,13-tetraenoate"", ""(9Z,12E)-hexadeca-9,12-dienoate"", ""(9Z,12E)-octadeca-9,12-dienoate"", ""2 H2O"", ""2 ferricytochrome b5"", ""?"", ""H2O [CPD:C00001];"", ""alpha-eleostearoyl-[glycerolipid];"", ""alpha-parinaroyl-[glycerolipid]"", ""an alpha-eleostearoyl-[glycerolipid]"", ""an alpha-parinaroyl-[glycerolipid]"", ""ferricytochrome b5 [CPD:C00996];""]",0,0,0
1.14.19.30,"Delta8 acyl-lipid,ferrocytochrome b5:oxygen oxidoreductase (5,6 cis-dehydrogenating)","[""(7Z)-octadec-7-enoic acid"", ""(8Z,11Z,14Z)-eicosa-8,11,14-trienoyl-[glycerolipid]"", ""(8Z,11Z,14Z)-icosa-8,11,14-trienoyl-[glycerolipid]"", ""(8Z,11Z,14Z)-icosa-8,11,14-trienoyl-[glycerolipid];"", ""(8Z,11Z,14Z,17Z)-eicosa-8,11,14,17-tetraenoyl-[glycerolipid]"", ""(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl-[glycerolipid]"", ""2 H+"", ""2 ferrocytochrome b5"", ""H+"", ""H+ [CPD:C00080];"", ""O2"", ""O2 [CPD:C00007];"", ""acceptor"", ""an (8Z,11Z,14Z)-icosa-8,11,14-trienoyl-[glycerolipid]"", ""an (8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl-[glycerolipid]"", ""di-homo-gamma-linolenic acid"", ""dihomo-gamma-linolenic acid"", ""eicosa-11,14,17-trienoate"", ""eicosa-11,14,17-trienoic acid"", ""eicosa-11,14,17-trienoyl-CoA"", ""eicosa-11,14-dienoate"", ""eicosa-11,14-dienoic acid"", ""eicosa-11,14-dienoyl-CoA"", ""ferrocytochrome b5"", ""ferrocytochrome b5 [CPD:C00999];"", ""linoleic acid"", ""more"", ""oleic acid""]","[""(5Z,7Z)-octadeca-5,7-dienoic acid"", ""(5Z,8Z,11Z,14Z)-eicosatetra-5,8,11,14-tetraenoyl-[glycerolipid]"", ""(5Z,8Z,11Z,14Z)-icosatetra-5,8,11,14-tetraenoyl-[glycerolipid]"", ""(5Z,8Z,11Z,14Z)-icosatetra-5,8,11,14-tetraenoyl-[glycerolipid];"", ""(5Z,8Z,11Z,14Z,17Z)-eicosa-5,8,11,14,17-pentaenoyl-[glycerolipid]"", ""(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl-[glycerolipid]"", ""2 H2O"", ""?"", ""H2O"", ""H2O [CPD:C00001];"", ""a (5Z,8Z,11Z,14Z)-icosatetra-5,8,11,14-tetraenoyl-[glycerolipid]"", ""a (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoyl-[glycerolipid]"", ""a (5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14-pentaenoyl-[glycerolipid]"", ""arachidonic acid"", ""eicosa-5,11,14,17-tetraenoate"", ""eicosa-5,11,14,17-tetraenoic acid"", ""eicosa-5,11,14,17-tetraenoyl-CoA"", ""eicosa-5,11,14-trienoate"", ""eicosa-5,11,14-trienoic acid"", ""eicosa-5,11,14-trienoyl-CoA"", ""ferricytochrome b5"", ""ferricytochrome b5 [CPD:C00996];"", ""pinolenic acid"", ""taxoleic acid""]",0,0,0
2.7.1.42,alpha-D-glucose-1-phosphate:riboflavin 5'-phosphotransferase,"[""6-methyl-9-(D-1'-ribityl)-isoalloxazine"", ""D-glucose 1-phosphate"", ""alpha-D-glucose 1-phosphate"", ""alpha-D-glucose 1-phosphate [CPD:C00103];"", ""araboflavin"", ""beta-D-glucose 1-phosphate"", ""isoriboflavin"", ""more"", ""riboflavin"", ""riboflavin [CPD:C00255]""]","[""6-methyl-9-(D-1'-ribityl)-isoalloxazine 5'-phosphate"", ""?"", ""D-glucose"", ""D-glucose [CPD:C00031];"", ""FMN"", ""FMN [CPD:C00061]"", ""alpha-D-glucose"", ""araboflavin 5'-phosphate"", ""beta-D-glucose"", ""isoriboflavin 5'-phosphate""]",0,0,0
1.5.1.45,FADH2:NAD(P)+ oxidoreductase,"[""FAD"", ""FADH2 [CPD:C01352];"", ""FMN"", ""H+"", ""NAD+ [CPD:C00003];"", ""NADH"", ""NADP+ [CPD:C00006]"", ""NADPH"", ""more""]","[""?"", ""FAD [CPD:C00016];"", ""FADH2"", ""FMNH2"", ""H+ [CPD:C00080]"", ""NAD+"", ""NADH [CPD:C00004];"", ""NADP+"", ""NADPH [CPD:C00005];""]",0,0,0
